spp_code,stories,below_crown_height,height,estimated_height,DBH
6556,over,,,1394,31
6556,over,,,1071,14
6556,over,350,1320,1338,27
6556,over,,,1236,21
6556,over,,,1041,13
6556,over,,,1173,18
6556,over,,,1381,30
6556,over,,,1216,20
6556,over,,,1173,18
14994,over,,,1210,45
14994,over,,,1217,46
6556,over,580,1010,1099,15
6556,over,700,1250,1216,20
6556,over,540,1280,1173,18
6556,over,,,1173,18
6556,over,,,790,7
6556,over,560,1150,1041,13
6556,over,,,1126,16
6556,over,,,1195,19
6556,over,,,1041,13
6556,over,,,1236,21
6556,over,,,1173,18
6556,over,,,1195,19
6556,over,650,1200,1071,14
6556,over,,,1071,14
6556,over,,,973,11
6556,over,,,1099,15
6556,over,,,1216,20
6556,over,,,1150,17
6556,over,,,973,11
6556,over,,,1009,12
6556,over,,,1041,13
908,over,670,1010,931,10
7444,over,,,931,10
908,under,,,969,11
2261,over,,,840,8
2261,over,,,840,8
908,over,,,1231,21
908,over,,,786,7
908,over,,,1004,12
6556,over,,,631,6
6556,over,,,775,9
6556,over,,,845,11
6556,over,440,750,775,9
6556,over,,,845,11
6556,over,,,812,10
6556,over,,,631,6
12930,over,,,631,6
6556,over,,,733,8
12930,under,,,631,6
12930,over,,,775,9
12930,over,,,733,8
6556,over,,,686,7
6556,over,,,876,12
12930,over,,,930,14
12930,over,,,845,11
14994,over,560,1030,783,17
14994,over,,,574,8
14994,over,,,607,9
14994,over,,,607,9
14994,over,460,630,607,9
14994,over,,,636,10
14994,over,,,878,24
14994,over,,,911,27
14994,over,,,1039,43
14994,over,480,980,828,20
6556,over,180,710,876,12
6556,over,,,733,8
6556,over,,,631,6
6556,over,,,686,7
6556,over,,,733,8
6556,over,,,686,7
6556,over,,,845,11
6556,over,,,686,7
6556,over,,,686,7
6556,under,,,812,10
6556,over,,,733,8
6556,over,,,686,7
6556,over,,,977,16
6556,over,,,1019,18
11033,over,,,686,7
11033,over,,,686,7
11033,over,,,686,7
14994,over,,,1039,43
14994,over,,,729,14
6617,over,,,1165,24
6617,over,,,1038,17
6617,over,540,850,1059,18
6617,over,,,844,10
6617,under,,,967,14
6617,over,,,940,13
14994,over,600,1170,958,32
14994,over,470,790,900,26
14994,over,430,720,878,24
14994,over,,,574,8
6556,over,,,812,10
6556,over,,,845,11
14994,over,,,783,17
14994,over,370,940,709,13
6556,over,,,686,7
6556,over,,,686,7
11033,over,,,686,7
11033,over,,,733,8
7255,over,,,999,17
6556,over,,,686,7
12930,over,,,812,10
12930,over,,,686,7
6556,under,,,686,7
14994,over,,,949,31
14994,over,590,1230,958,32
14994,over,,,1012,39
15067,over,130,520,634,10
6556,over,,,631,6
6556,over,,,631,6
14994,over,,,940,30
6556,over,,,686,7
6556,over,,,733,8
6556,over,,,775,9
6556,over,,,686,7
6556,over,,,845,11
11033,over,,,631,6
6556,over,,,733,8
6556,over,,,775,9
6556,over,,,686,7
6556,over,,,845,11
6556,over,,,733,8
6556,over,,,845,11
6556,over,,,977,16
6556,over,,,631,6
6556,over,,,686,7
6556,over,,,775,9
6556,over,,,733,8
6556,over,,,775,9
6556,over,,,775,9
6556,over,,,733,8
12930,over,,,686,7
11033,over,,,733,8
14994,over,520,740,866,23
14994,over,,,940,30
14994,over,460,880,841,21
14994,over,,,607,9
14994,over,,,974,34
14994,over,570,820,783,17
14994,over,530,1020,921,28
14994,over,480,880,878,24
14994,over,,,930,29
6556,over,180,560,775,9
11033,over,,,686,7
6556,over,,,775,9
12930,over,,,686,7
6556,over,,,775,9
6556,over,,,775,9
6556,over,,,686,7
14994,over,,,574,8
14994,over,,,574,8
14994,over,,,974,34
14994,over,490,1030,940,30
14994,over,,,1005,38
14994,over,,,921,28
14994,over,,,828,20
14994,over,,,930,29
14994,over,570,910,911,27
14994,over,,,921,28
6556,over,,,686,7
6556,over,,,775,9
6556,under,,,812,10
6556,under,,,845,11
6556,over,,,775,9
6556,under,,,686,7
6556,over,,,733,8
14994,over,,,798,18
14994,under,,,607,9
14994,over,,,841,21
14994,over,,,709,13
14994,over,,,900,26
14994,over,,,783,17
14994,over,180,570,889,25
14994,over,,,783,17
14994,over,,,729,14
15067,over,,,572,8
15067,over,,,535,7
14994,over,,,783,17
14994,over,,,686,12
14994,under,,,574,8
14994,under,,,537,7
14994,under,,,662,11
14994,over,,,636,10
14994,over,180,400,748,15
14994,over,190,630,854,22
14994,over,200,560,798,18
14994,over,160,490,686,12
14994,over,,,686,12
14994,under,,,662,11
14994,over,,,828,20
14994,over,,,537,7
14994,under,,,662,11
14994,over,,,866,23
14994,over,,,813,19
14994,over,,,798,18
14994,under,,,729,14
14994,under,,,828,20
14994,over,,,729,14
14994,over,,,854,22
14994,over,,,878,24
14994,under,,,537,7
14994,under,,,709,13
14994,over,250,490,574,8
14994,over,,,574,8
14994,over,230,550,841,21
14994,over,250,520,783,17
14994,under,,,537,7
14994,over,,,854,22
14994,over,,,748,15
14994,over,,,813,19
14994,over,300,620,813,19
14994,over,180,690,878,24
14994,under,,,574,8
14994,under,,,537,7
6617,over,,,1079,19
6617,over,,,844,10
6617,over,,,805,9
6617,over,,,879,11
12930,over,,,876,12
12930,over,,,775,9
6591,over,,,1120,24
6556,over,,,904,13
6556,over,,,930,14
6556,over,,,733,8
6556,over,,,1019,18
6617,over,580,1110,967,14
6617,over,570,890,805,9
6617,over,,,1016,16
6617,over,660,1340,1149,23
6617,over,,,1116,21
6617,over,,,1149,23
6617,over,,,993,15
6617,over,,,1079,19
6617,over,,,1133,22
6617,over,,,1059,18
14994,over,,,636,10
14994,over,,,783,17
14994,over,,,636,10
14994,over,,,607,9
14994,over,,,729,14
14994,over,,,748,15
14994,over,900,1260,828,20
14994,over,670,990,748,15
14994,over,,,841,21
14994,over,,,607,9
14994,over,,,828,20
16720,under,,,631,6
12930,over,,,1019,18
12930,over,,,977,16
6556,over,,,1038,19
6556,over,,,686,7
6556,over,,,733,8
6556,over,,,631,6
6556,over,,,733,8
6556,over,,,845,11
12930,over,,,733,8
14994,over,,,709,13
14994,over,,,709,13
14994,over,,,574,8
14994,over,,,537,7
14994,over,,,636,10
14994,over,,,607,9
14994,over,,,537,7
6556,over,,,876,12
6556,over,,,733,8
6556,over,,,1019,18
6556,over,,,1090,22
6556,under,,,775,9
12930,over,,,876,12
6556,over,310,1170,1019,18
6556,over,,,876,12
6556,over,,,845,11
6556,over,,,876,12
6556,over,,,812,10
6556,over,,,686,7
12930,over,,,686,7
14994,over,,,607,9
14994,over,,,574,8
14994,over,,,574,8
14994,over,580,860,636,10
14994,over,,,748,15
14994,over,,,607,9
14994,over,,,607,9
14994,over,,,841,21
14994,over,,,574,8
14994,over,,,607,9
14994,over,700,960,783,17
14994,over,,,574,8
14994,over,,,662,11
14994,over,,,636,10
14994,over,,,636,10
14994,over,,,813,19
14994,over,,,636,10
14994,over,,,662,11
14994,over,660,1120,866,23
14994,over,,,729,14
14994,over,,,900,26
14994,over,,,636,10
14994,over,,,636,10
14994,over,,,729,14
14994,over,,,866,23
14994,over,,,813,19
14994,over,,,537,7
14994,over,,,866,23
14994,over,,,748,15
14994,over,,,686,12
14994,over,,,729,14
6617,over,550,690,911,12
6556,over,,,876,12
6556,over,,,733,8
14994,under,,,1128,18
14994,over,,,1353,32
6556,over,890,1300,1345,17
19592,over,1000,1930,1614,30
19592,over,,,1316,16
19592,over,,,1714,37
19592,over,,,1645,32
19592,over,,,1630,31
6556,over,,,1179,12
6591,over,,,1179,12
14987,over,470,1310,1243,25
15067,under,,,990,13
14987,over,450,750,990,13
14987,over,720,1060,1070,16
14987,over,390,1240,1175,21
15067,over,,,889,10
14987,over,,,1137,19
14987,over,,,990,13
1959,over,,,1516,18
1959,over,810,1570,1385,14
1959,over,,,1689,25
1959,over,,,1709,26
1959,over,,,1258,11
1959,over,,,1850,34
1959,over,470,1140,1597,21
1959,over,,,1645,23
6512,over,690,1280,1956,24
14994,over,,,1106,17
14994,over,760,1040,1149,19
14994,over,,,1272,26
14994,under,,,1106,17
14994,over,,,1030,14
1959,over,,,1258,11
6556,over,650,1260,1508,24
14994,over,,,1030,14
14994,over,870,1260,1241,24
14994,over,,,1149,19
14994,over,680,1370,1257,25
6512,over,,,1812,19
6512,over,,,1624,14
6512,over,,,1902,22
6512,over,,,1779,18
6512,over,,,1667,15
6512,over,,,1280,8
6512,over,610,1490,1667,15
1959,over,780,1480,1516,18
14994,over,820,1450,1149,19
14994,over,,,1128,18
14994,over,,,1272,26
14994,over,720,1130,1030,14
14994,over,610,890,1272,26
14994,over,,,1341,31
14994,over,,,1169,20
14994,over,,,1188,21
14994,over,,,1169,20
14994,over,,,1057,15
14994,over,,,1257,25
1959,over,,,1304,12
1959,over,790,1720,1622,22
1959,over,500,1590,1304,12
1959,over,,,1258,11
1959,over,,,1486,17
14994,over,,,1082,16
6512,over,,,1744,17
6512,over,,,1779,18
6512,over,,,1902,22
6512,over,1170,2210,1874,21
6512,over,490,1790,1624,14
6512,over,,,1930,23
6512,over,890,1670,1744,17
6512,over,,,1706,16
6512,over,830,1850,1902,22
6512,over,,,1779,18
6512,over,990,1920,1779,18
6512,over,,,2028,27
6512,over,900,2310,1930,23
6512,over,,,2113,31
6512,over,1010,2230,2028,27
19592,over,,,1217,13
19592,over,,,1179,12
19592,over,,,1217,13
19592,over,900,2440,1546,26
6512,over,800,2130,2051,28
6512,over,,,1578,13
6512,over,,,1779,18
6512,over,,,1706,16
6512,over,750,1880,1706,16
6512,over,,,1667,15
6512,over,,,1844,20
6512,over,360,1010,1578,13
6517,over,160,490,800,11
6517,over,350,1360,1135,30
6517,over,380,850,829,12
12904,over,210,620,1285,15
6517,under,220,530,800,11
6517,over,440,1220,1061,24
12904,over,250,970,1397,19
6517,over,410,730,694,8
6556,over,150,740,950,15
14964,over,,,1074,13
14964,over,,,871,8
14964,over,,,920,9
14964,over,140,1010,1041,12
14964,over,,,1041,12
14964,over,,,750,6
14964,over,,,1004,11
14964,over,,,1134,15
14964,over,180,940,920,9
14964,over,,,965,10
14964,over,,,965,10
14964,over,,,815,7
14964,over,,,815,7
6476,over,,,715,7
6476,over,,,764,8
12930,over,,,715,7
14964,over,,,750,6
14964,over,,,1162,16
14964,over,250,1150,1187,17
14964,over,,,750,6
6525,over,,,764,8
17047,over,,,807,9
6476,over,,,715,7
6476,over,,,764,8
6525,over,110,780,913,12
6525,over,,,764,8
6556,over,,,628,6
6556,over,,,950,15
6556,over,,,729,8
6556,over,,,628,6
6556,over,,,682,7
6556,over,,,841,11
6556,over,,,899,13
6556,over,,,950,15
14964,over,180,820,965,10
14964,over,200,1240,1106,14
14964,over,,,965,10
6476,over,,,658,6
6476,over,,,658,6
6617,over,,,734,7
6556,over,240,980,1032,19
6556,over,,,1099,23
6556,over,200,1240,1084,22
6556,over,,,1013,18
6556,over,210,1280,1114,24
6617,over,400,930,1022,15
6617,over,,,1149,21
6617,over,380,1240,1111,19
6617,over,460,810,905,11
6617,over,,,1022,15
6617,over,,,1111,19
6617,over,,,869,10
6556,over,,,899,13
6556,over,380,950,972,16
14964,over,,,750,6
6476,over,600,1320,1041,17
6476,over,,,1041,17
6476,over,160,1380,1306,35
6476,over,,,1306,35
6476,over,,,1182,25
6525,over,,,807,9
6525,over,,,846,10
14973,over,,,1335,26
14973,over,190,1130,1319,25
14973,over,,,1206,19
14973,over,,,1380,29
6617,over,380,1450,1199,24
6617,over,,,1046,16
6617,over,,,968,13
6617,over,420,1010,1069,17
6556,over,,,807,10
6556,over,,,807,10
6556,over,,,950,15
6556,over,320,780,841,11
6556,over,,,841,11
6556,over,,,871,12
6556,over,210,1020,1114,24
6556,over,,,628,6
6556,over,,,925,14
6556,over,,,841,11
6556,over,,,682,7
6556,over,,,1129,25
6556,over,,,729,8
6556,over,200,930,972,16
6556,over,,,1129,25
6556,over,170,1250,1142,26
14964,over,,,1004,11
14964,under,,,815,7
14964,under,,,815,7
14964,over,340,1210,1074,13
14964,over,380,980,1041,12
14964,over,,,1134,15
14964,over,,,965,10
14964,over,,,815,7
14964,over,510,1310,1162,16
14964,over,,,815,7
14964,over,650,870,965,10
14964,over,,,1041,12
14964,over,,,1004,11
14964,over,,,1074,13
14964,over,,,815,7
14964,over,,,1134,15
14964,over,,,815,7
6617,over,,,1149,21
6617,over,360,1340,1183,23
6617,over,170,710,1069,17
14964,over,,,1041,12
14964,over,,,750,6
14964,over,,,815,7
14964,over,190,820,871,8
14964,over,240,850,920,9
14964,over,,,750,6
14964,over,,,815,7
14964,over,,,1041,12
14964,over,,,1004,11
14964,over,,,965,10
6556,over,,,770,9
12783,under,,,1003,9
6556,over,,,1429,23
866,over,560,1750,1293,17
16720,over,,,1265,16
17066,over,,,888,7
6556,over,810,1580,1449,24
6556,over,,,1132,12
6556,over,820,1480,1234,15
6556,over,520,1340,1502,27
6556,over,,,1409,22
6556,over,670,1370,1388,21
6556,over,,,1409,22
6556,over,,,1485,26
6556,over,,,1429,23
2261,over,,,888,7
2261,over,,,949,8
2261,under,,,949,8
2261,under,,,817,6
2248,over,,,1411,22
6556,over,,,1449,24
6556,over,,,1502,27
6556,over,,,1317,18
6556,over,,,1365,20
6556,over,,,1519,28
6556,over,,,1388,21
6556,over,,,1550,30
6556,over,940,1470,1429,23
6556,over,980,1540,1291,17
6556,over,,,1388,21
6556,over,,,1429,23
6556,over,780,1300,1342,19
6556,over,760,1700,1535,29
6556,over,,,1169,13
7444,over,460,710,1003,9
14994,over,,,1679,35
14994,over,,,1818,47
14994,over,,,1808,46
14994,over,,,1797,45
16720,under,,,949,8
16720,over,,,949,8
6556,over,680,1440,1317,18
6556,over,650,1350,1429,23
6556,over,840,1430,1535,29
6556,over,,,1565,31
6556,over,,,1535,29
6556,over,,,1580,32
6556,over,,,1467,25
6556,over,,,1485,26
6556,over,,,1388,21
6556,over,,,1535,29
6556,over,,,1519,28
6556,over,420,1140,1264,16
6556,over,,,1264,16
7255,over,,,1265,16
866,over,,,1582,32
866,over,670,1310,1411,22
16720,under,,,817,6
7444,under,,,817,6
2248,over,,,949,8
6556,over,,,1365,20
6556,over,820,1320,1388,21
6556,over,,,1317,18
6556,over,,,1633,36
6556,over,,,1502,27
6556,over,,,1365,20
6556,over,,,1519,28
6556,over,,,1264,16
6556,over,,,1093,11
6556,over,520,1130,1203,14
6556,over,870,1440,1502,27
6556,over,,,1502,27
6556,over,980,1520,1467,25
6556,over,,,1317,18
14994,over,,,1651,33
14994,over,1130,1530,1692,36
6556,over,,,1365,20
6556,over,,,816,6
6556,over,,,1317,18
6556,over,,,1409,22
6556,over,,,887,7
6556,over,,,887,7
6556,over,,,1594,33
6556,over,570,1100,1365,20
6556,over,,,1342,19
6556,over,400,1100,1317,18
6556,over,,,1317,18
6556,over,460,1290,1409,22
6556,over,,,948,8
6556,over,,,1317,18
6556,over,,,816,6
6556,over,,,887,7
6556,over,,,1342,19
6556,over,,,1049,10
6556,over,520,1280,1169,13
6556,over,,,1132,12
6556,over,580,1360,1519,28
6556,over,,,1169,13
14964,over,590,1460,1523,23
14964,over,,,1430,19
14964,over,,,1430,19
14964,over,730,1560,1430,19
14964,over,,,1502,22
14964,over,,,1430,19
14964,over,410,980,1282,14
14964,over,,,1523,23
14964,over,,,1455,20
14964,over,640,1460,1347,16
14964,over,,,1430,19
14964,over,,,1502,22
14964,over,760,1580,1479,21
14964,over,,,1455,20
2248,over,,,888,7
2261,under,,,817,6
6556,over,880,1570,1502,27
16720,over,,,949,8
6556,over,,,1467,25
6556,over,,,1429,23
6556,over,670,1560,1429,23
6556,over,,,1264,16
6556,over,,,1565,31
6556,over,630,1270,1449,24
6556,over,,,1594,33
6556,over,,,1519,28
6556,over,720,1220,1203,14
6556,over,480,1120,1317,18
6556,over,,,1485,26
6556,over,770,1650,1365,20
6556,over,,,1429,23
6556,over,,,1429,23
6556,over,,,1203,14
6556,over,420,1790,1565,31
6556,over,,,1467,25
6556,over,,,1565,31
6556,over,,,1409,22
6556,over,,,1550,30
6556,over,,,1234,15
6556,over,630,1570,1388,21
14994,over,,,2013,71
14994,over,,,1705,37
11033,over,560,1100,1170,13
11033,over,,,949,8
2248,over,,,1170,13
12930,over,,,1660,38
16720,under,,,817,6
6556,over,920,1350,1467,25
6476,over,1000,2000,1639,32
6476,over,,,1695,36
6476,over,,,1720,38
6591,under,,,983,8
6591,over,,,1311,16
6591,over,,,1248,14
6591,over,640,1430,1311,16
6591,over,550,1680,1522,25
6591,over,560,920,1248,14
22332,over,,,920,7
14964,over,1300,2450,2914,43
14964,over,1700,2250,1756,26
14964,over,,,3527,52
14964,over,1100,2280,2232,33
14964,over,1300,2050,1349,20
14964,over,,,1756,26
14964,over,,,1756,26
14994,over,1300,2200,1690,34
6591,over,740,1480,1392,19
6476,over,,,1559,27
6476,over,570,1050,1440,21
6476,over,,,1417,20
6591,over,,,1440,21
12930,under,,,1340,17
12930,under,,,1134,11
14994,over,1000,1420,1523,24
14994,over,,,1580,27
14994,over,,,1298,15
14994,over,980,1570,1614,29
14994,over,870,1500,1676,33
14994,over,,,1229,13
14994,over,750,1480,1580,27
14964,over,,,1010,15
14964,under,,,604,9
14964,over,,,2300,34
14994,over,850,1470,1411,19
14994,over,,,1329,16
14994,over,,,1597,28
14964,over,250,570,739,11
14964,over,300,640,874,13
14964,under,,,604,9
14964,under,,,739,11
14994,over,750,1100,1436,20
14994,over,900,1400,1298,15
8917,over,,,847,6
8917,over,850,1670,1695,36
8917,over,,,1708,37
14964,over,250,570,806,12
14964,over,420,500,469,7
14964,over,,,469,7
14964,over,400,620,671,10
14964,over,370,720,739,11
14964,over,300,620,536,8
14964,over,,,536,8
14964,over,270,650,536,8
14964,over,300,570,536,8
14964,over,,,536,8
14964,over,250,580,536,8
14964,over,320,590,604,9
11033,over,750,1300,1367,18
12315,over,,,1248,14
14973,over,1080,1770,1883,33
14973,over,,,1640,21
14973,over,,,1866,32
14973,over,,,1689,23
14973,over,,,1755,26
14973,over,,,1613,20
14973,over,,,1613,20
14973,over,,,1640,21
14973,over,,,1613,20
14973,over,,,1733,25
14973,over,,,1526,17
14973,over,,,1711,24
14973,over,1300,1670,1665,22
14973,over,,,1755,26
14973,over,1320,1700,1775,27
14973,over,,,1613,20
14973,over,,,1775,27
14973,over,1280,1780,1832,30
14973,over,1320,1750,1557,18
14973,over,1200,1700,1613,20
14973,over,1180,1670,1689,23
14973,over,1250,1750,1733,25
14973,over,,,1291,11
14973,over,,,1665,22
14973,over,,,1832,30
14973,over,,,1240,10
14973,over,,,1493,16
14994,over,1040,1500,1436,20
14994,over,,,1597,28
14994,over,,,1459,21
14994,over,,,1149,11
14994,over,,,996,8
6556,over,,,925,9
6556,over,,,819,7
6556,over,,,1046,12
6556,over,,,1167,16
6556,over,730,1290,1261,20
6556,over,350,1150,1338,24
6556,over,570,1000,969,10
6556,over,,,819,7
6556,over,600,1080,1140,15
6556,over,,,1261,20
6556,over,,,1167,16
6556,over,,,1261,20
6556,over,,,1261,20
6556,over,,,1167,16
6556,over,,,969,10
6556,over,530,1340,1193,17
6556,over,390,1390,1282,21
14964,over,,,1216,10
6556,over,210,1430,1432,30
6556,over,,,819,7
14994,over,,,1304,12
14994,over,,,1304,12
14994,over,,,1021,7
14994,over,,,1572,20
14994,over,,,1153,9
6556,over,,,1193,17
6556,over,,,1282,21
6556,over,,,1046,12
6556,over,380,1200,1217,18
6556,over,,,1282,21
6517,over,,,875,8
11717,over,,,1111,14
6556,over,,,1167,16
6556,over,,,1459,32
6556,over,350,1540,1418,29
6556,over,,,1009,11
6556,over,,,1009,11
6556,over,,,1046,12
6556,over,,,1355,25
6556,over,750,1290,1387,27
6556,over,,,1301,22
6556,over,,,1320,23
6556,over,,,1403,28
6556,over,,,1080,13
6556,over,,,925,9
6556,over,,,1111,14
6556,over,,,1140,15
6556,over,,,1167,16
6556,over,,,1282,21
6556,over,,,1338,24
6556,over,740,1240,1167,16
6556,over,,,1009,11
6556,over,,,1239,19
6556,over,,,1140,15
6556,over,,,1140,15
6556,over,,,1009,11
6556,over,,,969,10
6556,over,,,1080,13
6556,over,,,819,7
6556,over,,,1261,20
6556,over,,,1009,11
6556,over,,,1080,13
866,over,,,1282,21
14964,over,,,1760,28
14964,over,,,1527,18
14964,over,1030,1780,1721,26
14964,over,950,1560,1608,21
14964,over,,,1721,26
11717,over,,,875,8
11717,over,,,925,9
866,over,,,1167,16
14964,over,760,1350,1497,17
14964,over,,,1741,27
14964,over,,,1721,26
14964,over,980,1450,1656,23
14964,over,870,1410,1394,14
14964,over,,,1741,27
14964,over,,,1656,23
14964,over,,,1721,26
14964,over,,,1394,14
14964,over,,,1741,27
14964,over,850,1420,1555,19
14964,over,,,1656,23
14964,over,1090,1860,1847,33
14964,over,,,1760,28
14964,over,,,1893,36
14964,over,1050,1710,1679,24
14964,over,1120,1880,1814,31
14964,over,970,1860,1779,29
14964,over,,,1741,27
14964,over,950,1680,1656,23
14964,over,830,1430,1355,13
14964,over,990,1690,1582,20
14964,over,,,1497,17
14964,over,,,1527,18
14964,over,,,1656,23
14964,over,920,1420,1430,15
14964,over,,,1394,14
14964,over,,,1527,18
14964,over,,,1355,13
14964,over,,,1497,17
14964,over,,,1497,17
14964,over,,,1555,19
14964,over,,,1527,18
14964,over,740,1250,1465,16
14964,over,,,1394,14
14964,over,1260,1540,1608,21
14964,over,420,1840,1721,26
14964,over,880,1580,1555,19
14964,over,,,1633,22
14964,over,,,1394,14
14964,over,,,1161,9
14964,over,,,1582,20
14964,over,,,1555,19
14964,over,,,1555,19
14964,over,,,1555,19
14964,over,,,1582,20
14964,over,,,1465,16
14964,over,,,1313,12
14964,over,940,1580,1527,18
14964,over,1020,1540,1394,14
8917,over,,,1320,23
6556,over,720,1150,1140,15
6556,over,,,1239,19
6556,over,,,969,10
6556,over,,,1111,14
6556,over,,,1046,12
6556,over,,,1009,11
6556,over,,,925,9
6556,over,,,925,9
6556,over,,,1167,16
6556,over,,,1497,35
6556,over,,,1111,14
14994,over,,,1208,10
14994,over,,,1645,23
14994,over,,,1021,7
14994,over,,,940,6
14994,over,,,1021,7
14994,over,,,1258,11
14994,over,,,1208,10
6556,over,,,1193,17
6556,over,,,1239,19
6556,over,,,1046,12
6556,over,,,1301,22
6556,over,,,875,8
6556,over,,,1080,13
6556,over,,,875,8
6556,over,,,1080,13
6556,over,,,1111,14
6556,over,,,1167,16
6556,over,,,875,8
6556,over,,,1111,14
6556,over,,,875,8
6556,over,,,1140,15
6556,over,,,1046,12
6556,over,,,1080,13
6556,over,,,819,7
6556,over,,,1080,13
6556,over,,,925,9
6556,over,,,925,9
6556,over,,,925,9
6556,over,,,875,8
6556,over,790,1340,1261,20
6556,over,,,875,8
14994,over,850,1260,1385,14
17066,under,,,754,6
7255,over,,,1338,24
7255,over,,,1140,15
14994,over,940,1130,1258,11
6556,over,,,969,10
6556,over,,,1046,12
6556,over,,,925,9
6556,over,,,969,10
6556,over,,,875,8
6556,over,,,969,10
6556,over,,,1046,12
6556,over,,,969,10
6556,over,450,690,925,9
6556,over,,,1009,11
6556,over,650,1120,1193,17
6556,over,480,630,819,7
6556,over,,,754,6
6556,over,,,1261,20
6556,over,,,819,7
6556,over,,,875,8
6556,over,,,819,7
6556,over,770,1010,1217,18
6556,over,790,1280,1080,13
6556,over,,,1193,17
6556,over,,,1217,18
6556,over,,,925,9
6556,over,,,1140,15
6556,over,,,925,9
6556,over,,,875,8
6556,over,930,1480,1301,22
6556,over,,,1239,19
6556,over,,,1080,13
14994,over,,,1782,32
895,under,,,908,7
14994,over,300,1280,1934,43
14994,over,,,1829,35
14994,over,,,1798,33
14994,over,,,1814,34
14994,over,450,1310,1829,35
14994,over,,,1566,21
14994,over,,,1393,15
14994,over,,,1871,38
14994,over,,,1782,32
14973,over,430,1110,1263,27
14973,over,,,1263,27
14973,over,,,1167,21
14973,over,,,797,8
14973,under,,,745,7
14973,under,,,745,7
14973,over,460,790,842,9
14973,over,790,1370,1277,28
14973,over,370,1130,1086,17
14973,over,760,1310,1328,32
14973,under,,,686,6
14973,under,,,745,7
14973,over,,,1263,27
14973,over,430,1150,1167,21
14973,over,330,1030,1011,14
6476,under,,,908,7
6591,over,,,1025,9
6476,under,,,908,7
895,over,,,970,8
6476,under,,,1025,9
14994,over,700,1470,1749,30
6617,under,,,1075,10
14994,over,870,1780,1655,25
14994,over,,,1782,32
14994,over,870,2320,1766,31
14994,over,,,1814,34
14994,over,,,1884,39
14994,over,,,1798,33
14994,over,,,1655,25
14994,over,750,2050,1829,35
14994,over,,,1814,34
14994,over,960,2010,1814,34
14994,over,1520,2280,1782,32
14994,over,,,1634,24
14994,over,,,1884,39
14994,over,970,1710,1897,40
14994,over,,,1934,43
14994,over,,,1814,34
14994,over,820,1710,1946,44
14994,over,,,1798,33
14994,over,,,1798,33
14994,over,,,1814,34
14994,over,680,2220,1843,36
14994,over,,,1766,31
14994,over,,,1910,41
14994,over,,,1782,32
14973,over,,,919,11
14973,over,,,1202,23
14973,over,710,1000,952,12
14973,over,700,1230,1184,22
6525,under,,,1119,11
6617,under,,,908,7
6525,under,,,836,6
6617,under,,,1025,9
6556,under,,,908,7
6556,over,600,1170,1171,17
9266,over,,,830,10
6556,over,,,1060,13
6556,over,270,1540,1525,40
12315,over,410,890,1161,25
2261,over,340,670,977,15
2261,over,,,1042,18
2261,over,,,896,12
2261,under,,,792,9
2261,under,,,702,7
2261,under,,,865,11
908,over,,,1302,37
12904,over,480,870,865,11
9266,under,,,646,6
9266,over,400,780,792,9
12315,over,150,840,1022,17
9266,under,,,702,7
12783,over,,,830,10
9266,over,,,702,7
9266,under,,,702,7
11529,under,,,646,6
11529,under,,,646,6
11529,under,,,702,7
9266,over,,,977,15
12315,over,,,792,9
12140,over,550,1020,1115,22
7444,over,,,977,15
7475,over,,,792,9
7444,over,,,1000,16
7475,over,670,1120,1080,20
9266,over,,,1000,16
866,over,390,1360,1312,38
2248,under,,,792,9
9266,under,,,865,11
6556,over,,,951,10
6617,over,,,1062,19
6556,over,680,1170,1119,15
6556,over,,,908,9
6556,over,,,1445,33
6556,over,570,1260,1217,19
6556,over,,,1492,37
6556,over,,,1492,37
12315,over,,,702,7
11717,under,,,865,11
8917,over,590,1380,1175,26
2248,under,,,702,7
2248,under,,,750,8
2248,under,,,792,9
11717,over,,,792,9
11717,over,,,925,13
11529,under,,,702,7
11529,under,,,646,6
7444,over,,,1146,24
7444,over,,,1000,16
8917,over,,,1098,21
14994,over,730,1810,1721,49
14994,over,1090,1910,1642,41
14994,over,,,1674,44
14994,over,1370,1930,1756,53
2291,under,,,646,6
11033,under,,,646,6
866,over,,,1062,19
12315,over,,,702,7
12315,over,,,792,9
2248,over,190,900,792,9
7444,under,430,680,646,6
11717,over,,,865,11
7444,over,,,977,15
12904,over,170,530,896,12
12904,over,,,750,8
2248,under,,,646,6
12315,under,,,750,8
866,over,,,830,10
1022,over,,,792,9
6617,over,,,1330,40
6556,over,,,1258,21
6556,under,,,740,6
6556,over,,,804,7
6556,over,,,859,8
6556,over,,,1171,17
6556,over,,,908,9
6556,over,,,1060,13
6556,under,,,859,8
6556,over,,,1194,18
6556,over,,,1146,16
6556,over,500,930,1027,12
6556,over,,,1119,15
6556,over,,,991,11
6556,under,,,859,8
6556,over,,,991,11
6556,over,,,1091,14
6556,over,,,1258,21
6556,over,,,1060,13
6556,over,,,1027,12
6556,over,,,1406,30
6556,over,,,1194,18
6556,over,,,908,9
14994,over,,,1683,45
14994,over,,,1642,41
12783,under,,,702,7
12783,under,,,830,10
866,over,,,1214,29
866,over,,,1189,27
6617,over,,,896,12
6617,over,,,1239,31
866,over,,,1312,38
6556,over,,,1060,13
6556,over,,,1194,18
6556,over,,,1377,28
6556,over,,,951,10
6556,over,,,951,10
