spp_code,stories,below_crown_height,height,estimated_height,DBH
6556,over,,,1027,12
6556,over,,,804,7
6556,over,380,1340,1238,20
6556,over,,,1146,16
6556,over,,,859,8
6556,over,,,991,11
14994,over,1060,1640,1620,39
14994,over,,,1609,38
14994,over,550,1270,1788,57
14994,over,,,1739,51
6556,over,,,1091,14
6556,over,,,1119,15
6556,over,,,804,7
6556,over,,,1060,13
6617,over,450,1350,1214,29
6617,over,800,1530,1115,22
6617,over,770,1290,1146,24
866,over,,,1302,37
6617,over,,,1214,29
6617,under,,,750,8
866,over,,,925,13
6556,over,630,1040,1119,15
6556,over,,,1392,29
6556,over,,,1445,33
6556,over,,,859,8
6556,over,510,1080,951,10
6556,over,,,740,6
6556,over,,,859,8
6556,over,380,570,804,7
6556,over,,,859,8
6556,over,,,804,7
6556,over,,,1445,33
6556,over,,,908,9
6556,over,,,991,11
6556,over,,,908,9
6556,over,,,991,11
6556,over,,,908,9
14994,over,,,1072,15
14994,over,,,950,11
14994,over,530,1100,1305,27
6525,over,,,1346,23
6476,under,,,769,6
6591,over,,,1030,11
6512,over,620,1400,1415,27
22415,over,,,1133,14
22415,over,,,943,9
14994,over,,,1441,38
14994,over,,,1072,15
14994,over,,,1045,14
15067,over,,,765,7
15067,over,600,850,864,9
15067,over,,,977,12
15067,over,,,905,10
15067,over,,,1090,16
15067,under,,,864,9
15067,over,,,943,11
15067,over,,,1008,13
15067,over,,,943,11
15067,under,,,765,7
15067,over,,,765,7
15067,under,430,800,1008,13
14994,over,620,1060,1045,14
14994,over,,,1186,20
14994,over,,,1290,26
14994,over,,,1186,20
14994,over,,,1166,19
14994,over,,,1098,16
14994,over,,,1122,17
14994,over,,,1206,21
14994,over,,,1166,19
14994,over,,,1186,20
14994,over,,,1206,21
14994,over,,,1098,16
14994,over,,,1166,19
14994,over,,,1122,17
14994,over,,,1206,21
14994,over,,,950,11
14994,over,,,1206,21
14994,over,,,1072,15
14994,over,,,1098,16
14994,over,,,1072,15
14994,over,,,1224,22
14994,over,,,1206,21
14994,over,,,1016,13
14994,over,560,920,912,10
14994,over,,,984,12
14994,over,620,1010,1186,20
14994,over,,,1072,15
14994,under,,,770,7
14994,over,,,1016,13
14994,under,,,770,7
14994,over,,,709,6
14994,over,,,984,12
14994,over,,,1045,14
14994,over,,,1334,29
14994,over,,,1045,14
14994,over,,,1145,18
14994,over,,,1098,16
14994,over,,,1441,38
14994,over,,,1242,23
14994,over,800,1340,1347,30
14994,over,,,1360,31
14994,over,,,1385,33
14994,over,650,1050,1122,17
14994,over,,,1224,22
14994,over,,,1098,16
14994,over,,,1016,13
14994,over,,,984,12
14994,over,,,1016,13
14994,over,850,1250,1259,24
14994,over,,,1360,31
14994,over,,,1016,13
14994,over,,,1045,14
928,over,,,951,10
928,over,,,804,7
928,over,,,804,7
928,over,,,991,11
15067,over,,,765,7
15067,under,,,817,8
15067,under,,,765,7
15067,under,,,864,9
12315,over,200,850,943,9
6556,over,,,1101,13
6556,under,,,835,7
6556,over,,,893,8
6556,over,,,1191,16
6556,over,600,1020,1067,12
6525,over,,,943,9
6591,over,,,835,7
6591,over,,,943,9
6617,over,,,1191,16
6525,under,,,893,8
6525,over,680,1430,1191,16
6591,over,,,989,10
6617,over,,,1446,29
6617,over,680,1770,1415,27
6591,under,,,893,8
6591,over,,,1365,24
6591,over,,,943,9
6591,over,,,1030,11
14994,over,,,1072,15
14994,under,,,870,9
14994,over,700,1200,1347,30
14994,over,,,1259,24
14994,over,,,870,9
14994,over,800,1200,1145,18
14994,over,,,1186,20
14994,over,,,1016,13
14994,over,700,1300,1290,26
14994,over,800,1320,1045,14
14994,over,,,950,11
14994,over,,,1186,20
6591,over,,,1264,19
6556,under,,,769,6
11033,over,,,893,8
6591,under,,,835,7
14994,over,,,1242,23
14994,over,,,1334,29
14994,over,,,912,10
14994,over,,,1360,31
14994,over,,,1419,36
14994,over,600,1000,912,10
14994,over,,,912,10
14994,over,,,1275,25
14994,over,,,823,8
14994,over,,,950,11
14994,over,,,984,12
14994,over,,,1206,21
14994,over,490,1080,1206,21
14994,over,,,1334,29
14994,over,,,950,11
14994,over,,,870,9
14994,over,,,912,10
928,over,750,1300,1406,30
928,over,600,1700,1503,38
928,over,,,1146,16
928,over,450,1400,1362,27
928,over,,,1362,27
928,over,530,1050,991,11
928,over,350,1150,1119,15
928,over,,,1027,12
928,under,,,908,9
928,over,,,1119,15
928,under,,,859,8
928,under,,,740,6
928,over,360,980,1217,19
928,over,,,1027,12
928,over,,,1432,32
928,under,,,859,8
928,over,,,1027,12
928,over,,,1525,40
928,over,,,1503,38
6512,over,800,1520,1573,39
12930,over,,,1365,24
6617,over,1080,1730,1551,37
12930,over,,,1030,11
6525,under,,,893,8
6617,over,,,1635,45
6617,over,,,1615,43
11717,under,,,835,7
11717,under,,,893,8
11717,under,,,835,7
12930,over,,,1217,17
14994,over,800,1280,1186,20
14994,over,,,1320,28
14994,over,900,1420,1441,38
14994,over,,,1320,28
14994,over,,,1145,18
14994,over,,,1305,27
14994,over,,,1347,30
14994,over,,,1186,20
14994,over,,,1305,27
14994,over,,,1122,17
14994,over,,,1305,27
14994,over,,,1408,35
14994,over,,,984,12
14994,over,,,984,12
14994,over,,,1072,15
14994,over,,,1186,20
14994,over,,,1145,18
14994,over,,,1098,16
14994,over,,,1259,24
14994,over,,,1259,24
14994,over,,,1145,18
14994,over,,,1072,15
14994,over,890,1320,1242,23
14994,over,900,1210,1373,32
14994,over,,,1242,23
14994,over,,,1275,25
14994,over,,,1419,36
6476,under,,,835,7
6617,over,480,1320,1365,24
6617,over,,,1286,20
6617,over,,,1514,34
6525,over,300,700,989,10
6617,over,,,943,9
6617,under,,,893,8
6525,under,,,893,8
6617,under,,,769,6
6617,over,,,1551,37
6617,under,,,989,10
6476,under,,,943,9
11513,under,,,835,7
1008,under,,,943,9
14994,over,,,1290,26
14994,over,,,1224,22
14994,over,,,1098,16
14994,over,,,1072,15
14994,over,,,1145,18
14994,over,,,1290,26
14994,over,,,984,12
14994,over,,,1045,14
14994,over,,,950,11
14994,over,,,1072,15
14994,over,,,1166,19
6476,over,320,760,1163,15
6617,over,,,1030,11
6617,over,,,943,9
6617,under,,,769,6
6617,over,,,1163,15
6617,under,,,943,9
14994,over,,,1347,30
14994,over,700,1300,1320,28
14994,over,,,1186,20
14994,over,800,1300,1098,16
14994,over,,,1166,19
14994,over,850,1270,1186,20
14994,over,750,1000,950,11
14994,over,,,1305,27
14994,over,,,823,8
14994,over,,,1098,16
14994,over,,,1045,14
14994,over,,,1206,21
14994,over,860,1300,1145,18
14994,over,,,984,12
14994,under,,,709,6
14994,over,,,1290,26
14994,over,,,1485,25
14994,over,,,1702,40
14994,over,,,1666,37
14994,over,,,1613,33
14994,over,,,1485,25
14994,over,,,1447,23
14994,over,,,1666,37
14994,over,,,1426,22
14994,over,,,1653,36
14994,over,,,826,6
14994,over,860,1420,1599,32
17251,under,,,823,6
6512,over,320,1830,1739,44
6617,over,,,1684,39
1008,over,750,1330,1245,15
6591,over,,,1461,24
14994,over,840,1580,1678,38
14994,over,,,1183,13
14994,over,1130,1450,1358,19
14994,over,850,1230,1405,21
14994,over,790,1440,1713,41
14994,over,,,1217,14
14994,over,,,1584,31
14994,over,800,1110,1485,25
14994,over,,,1627,34
14994,over,,,1678,38
14994,over,,,1447,23
14994,over,,,1724,42
14994,over,,,1466,24
14994,over,,,1640,35
14994,over,,,1653,36
14994,over,,,1599,32
14994,over,,,1584,31
14994,over,1080,1670,1627,34
14994,over,720,1550,1569,30
14994,over,1080,1440,1653,36
14994,over,,,1485,25
14994,over,,,1466,24
14994,over,830,1610,1776,47
14994,over,,,1666,37
14994,over,,,1735,43
14994,over,,,1537,28
14994,over,,,1307,17
14994,over,,,1599,32
14994,over,1000,1340,1333,18
14994,over,1010,1310,1183,13
14994,over,,,1537,28
14994,over,,,1333,18
14994,over,,,1521,27
14994,over,560,1370,1554,29
14994,over,,,1599,32
14994,over,,,1640,35
14994,over,,,1640,35
14994,over,890,1470,1426,22
14994,over,,,1333,18
14994,over,,,1447,23
14994,over,,,1307,17
14994,over,,,1554,29
14994,over,,,1613,33
14994,over,,,1569,30
14994,over,,,1613,33
14994,over,,,1466,24
14994,over,,,1466,24
14994,over,,,1640,35
14994,over,560,1300,1521,27
14994,over,750,1420,1627,34
14994,over,,,1426,22
14994,over,,,1426,22
14994,over,,,1106,11
14994,over,,,1702,40
14994,over,,,1358,19
14994,over,,,1613,33
14994,over,,,1447,23
14994,over,,,1627,34
14994,over,,,1613,33
6476,over,,,1102,11
6476,under,,,894,7
6591,under,,,823,6
14994,over,,,1613,33
14994,over,,,1627,34
14994,over,,,1466,24
14994,over,,,1613,33
14994,over,1060,1590,1466,24
14994,over,,,1702,40
14994,over,970,1540,1653,36
14994,over,,,1426,22
14994,over,920,1480,1690,39
14994,over,,,1627,34
14994,over,,,1640,35
14994,over,670,1300,1599,32
14994,over,,,1599,32
14994,over,890,1750,1569,30
14994,over,,,1485,25
8931,over,420,710,1274,16
14994,over,,,1569,30
14994,over,,,1666,37
14994,over,,,1503,26
14994,over,,,1014,9
14994,over,,,1627,34
14994,over,,,1466,24
14994,over,,,1447,23
14994,over,1030,1460,1599,32
14994,over,1210,1700,1627,34
14994,over,,,1640,35
14994,over,,,1333,18
14994,over,,,1584,31
14994,over,,,1678,38
14994,over,,,1599,32
14994,over,1110,1640,1426,22
14994,over,,,1521,27
14994,over,730,1100,1333,18
14994,under,,,898,7
14994,over,,,1569,30
14994,over,,,1485,25
14994,over,,,1426,22
14994,over,,,1584,31
14994,over,,,1678,38
14994,over,700,1600,1537,28
14994,over,670,1670,1702,40
14994,over,1060,1770,1485,25
14994,over,1060,1800,1678,38
14994,over,,,1333,18
14994,over,,,1554,29
14994,over,,,1466,24
14994,under,,,1106,11
14994,over,,,1217,14
14994,over,,,1503,26
14994,under,,,1146,12
14994,over,,,1382,20
14994,over,,,1678,38
14994,over,440,1060,1217,14
14994,under,,,898,7
6617,over,,,1421,22
6617,over,,,1647,36
6476,under,,,1010,9
11529,over,,,823,6
12930,under,,,823,6
834,under,,,956,8
12930,under,,,956,8
12930,under,,,894,7
6591,under,,,956,8
6591,under,,,1058,10
6617,over,,,1142,12
12930,under,,,1058,10
17066,over,,,823,6
6517,over,,,1245,15
6591,under,,,894,7
14994,over,,,1466,24
14994,over,1220,1770,1627,34
14994,over,,,1521,27
14994,over,1180,1420,1405,21
14994,over,1240,1680,1333,18
14994,over,,,1447,23
14994,over,,,1503,26
14994,over,,,1627,34
14994,over,,,1599,32
14994,over,570,840,1062,10
14994,over,,,1014,9
14994,over,1480,2010,1584,31
14994,over,,,1521,27
14994,over,,,1382,20
14994,over,1160,1900,1447,23
14994,over,1120,1670,1666,37
14994,under,,,898,7
14994,over,,,1599,32
14994,over,,,1382,20
14994,over,,,1640,35
14994,over,,,1569,30
14994,over,,,1599,32
14994,over,1550,1910,1537,28
14994,over,,,1666,37
6591,under,,,823,6
6617,over,,,1770,47
12930,under,,,956,8
6517,under,,,956,8
6517,over,,,894,7
12930,under,,,823,6
12930,under,,,894,7
12930,under,,,956,8
6517,under,,,894,7
6617,over,850,1650,1578,31
12930,under,,,894,7
6517,under,,,894,7
17066,under,,,823,6
12930,under,,,823,6
12930,under,,,894,7
14994,over,1060,2070,1485,25
14994,over,,,1521,27
14994,over,,,1569,30
14994,over,,,1613,33
14994,over,,,1358,19
14994,over,,,1569,30
14994,over,,,1599,32
14994,over,,,1627,34
14994,over,,,1537,28
14994,over,,,1358,19
14994,over,,,1537,28
14994,over,,,1447,23
14994,over,,,1382,20
14994,over,,,1584,31
14994,over,670,1200,1279,16
12930,over,,,894,7
12930,under,,,894,7
6556,over,,,883,8
6556,over,,,883,8
6556,over,,,883,8
834,over,400,1060,910,13
834,over,,,780,9
834,over,,,780,9
834,over,,,738,8
6617,under,,,816,8
6617,over,,,1134,18
6617,over,,,1195,21
14994,under,,,860,10
14994,under,,,777,8
14994,under,,,860,10
6617,over,,,1322,29
14994,over,530,1050,1138,21
14994,over,,,777,8
14994,over,,,986,14
14994,over,540,750,1012,15
14994,under,,,821,9
14994,over,,,669,6
14994,over,,,777,8
14994,over,,,986,14
14994,over,,,777,8
14994,over,,,1036,16
14994,over,,,821,9
14994,over,,,727,7
14994,over,660,1040,929,12
14994,over,430,710,777,8
14994,over,,,727,7
14994,over,,,1012,15
14994,over,,,929,12
14994,over,,,777,8
14994,over,,,860,10
14994,over,,,929,12
14994,over,,,1100,19
14994,over,,,1172,23
14994,over,,,860,10
6556,over,,,933,9
6556,over,,,1055,12
6556,over,,,1055,12
6556,over,,,933,9
6556,over,,,761,6
6556,over,600,910,933,9
6556,over,,,1055,12
6556,over,,,1089,13
6617,over,,,1396,35
6617,under,,,1036,14
6617,over,,,1247,24
6556,over,300,1270,1272,20
14994,over,,,727,7
14994,under,,,821,9
6556,over,,,1203,17
6617,over,,,1695,75
6556,over,,,1150,15
6556,over,,,933,9
6556,over,500,1200,1203,17
6556,over,,,826,7
6556,over,,,978,10
6556,over,,,1018,11
14994,under,,,727,7
14994,over,,,1203,25
14994,over,620,1140,1059,17
14994,over,,,727,7
14994,over,,,1036,16
6556,over,,,1177,16
6556,over,,,1313,22
6556,over,530,960,1018,11
6556,over,,,1228,18
6556,over,,,1228,18
6556,over,,,1121,14
6556,over,,,1055,12
6556,over,,,1018,11
6556,over,,,1018,11
6556,over,,,883,8
834,over,,,817,10
834,over,580,910,851,11
6591,over,,,1063,20
6591,over,,,817,10
6591,over,,,851,11
22332,under,,,690,7
6512,over,,,817,10
6512,over,,,882,12
6591,over,,,1026,18
12930,over,,,817,10
6617,over,,,816,8
6617,over,,,1063,15
6617,over,,,1195,21
6617,over,480,1350,1176,20
6617,over,,,1279,26
6617,over,,,1007,13
15067,over,,,860,10
15067,over,,,821,9
14994,over,,,727,7
14994,over,770,1270,986,14
14994,over,,,896,11
14994,over,,,896,11
14994,over,,,821,9
14994,over,,,986,14
14994,over,,,958,13
14994,over,,,1138,21
14994,over,,,777,8
14994,over,590,840,860,10
14994,over,,,1012,15
14994,over,,,727,7
14994,over,,,777,8
14994,over,,,727,7
14994,over,,,896,11
14994,over,,,986,14
14994,over,,,1012,15
14994,over,,,777,8
14994,over,,,896,11
14994,over,,,777,8
14994,over,,,821,9
14994,over,,,777,8
14994,over,650,1280,1100,19
14994,over,,,777,8
14994,over,,,860,10
14994,over,,,860,10
14994,over,,,727,7
14994,over,,,1188,24
14994,over,760,1170,727,7
14994,over,,,860,10
14994,over,,,896,11
14994,over,710,1000,896,11
14994,over,,,896,11
14994,over,,,1120,20
6556,over,,,933,9
6556,over,320,1130,1089,13
6556,over,,,1089,13
6556,over,,,1177,16
6556,over,210,1250,1203,17
6556,over,,,978,10
6556,over,,,1018,11
6556,over,770,940,883,8
6556,over,,,883,8
6556,over,,,933,9
6556,over,,,883,8
6556,over,,,978,10
14994,over,,,896,11
6556,over,,,1121,14
6556,over,,,883,8
6556,over,,,883,8
6556,over,,,1018,11
6556,over,,,1018,11
6556,over,,,1121,14
6556,over,,,978,10
6556,over,,,978,10
6617,over,300,1400,1294,27
6556,over,,,1018,11
14994,over,,,821,9
14994,over,,,1012,15
14994,over,,,1295,32
14994,over,,,929,12
14994,over,,,958,13
22415,over,300,960,1097,22
6591,over,,,780,9
6591,over,390,780,780,9
834,over,,,851,11
834,over,,,780,9
834,over,,,910,13
6617,over,,,1213,22
6617,over,440,1060,1134,18
15067,under,,,821,9
15067,under,,,821,9
14987,over,,,860,10
14987,over,,,1059,17
834,over,,,936,14
6591,over,,,1080,21
22332,under,,,636,6
22332,under,,,738,8
6591,over,,,936,14
6591,under,,,636,6
6591,over,,,1241,33
6591,over,,,1219,31
14994,over,,,929,12
14994,over,,,821,9
14994,over,,,929,12
14994,over,,,986,14
14994,over,,,1080,18
14994,under,,,821,9
14994,over,600,980,1036,16
14994,under,,,777,8
14994,under,,,860,10
14994,under,,,669,6
14994,under,,,777,8
14994,over,,,821,9
14994,over,,,727,7
14994,under,,,860,10
14994,under,,,669,6
14994,over,710,980,1172,23
14994,over,380,570,777,8
14994,over,,,1172,23
14994,over,,,727,7
14994,over,730,1000,896,11
14994,over,,,1232,27
14994,over,,,1100,19
6556,over,,,1458,31
6556,under,,,1018,11
6556,over,,,1018,11
6556,over,,,1055,12
6556,over,450,980,1089,13
6556,over,,,1089,13
14994,over,,,1012,15
14994,over,,,1059,17
14994,over,,,860,10
14994,over,,,860,10
14994,over,,,777,8
14994,over,,,860,10
14994,over,,,1036,16
14994,over,,,929,12
14994,under,,,669,6
14994,over,,,1059,17
14994,over,,,727,7
14994,over,880,1170,1080,18
14994,over,,,958,13
14994,over,,,958,13
14994,over,,,821,9
14994,over,,,821,9
6591,under,,,636,6
6591,under,,,690,7
6591,under,,,882,12
6512,over,,,738,8
6591,under,,,636,6
6617,over,,,862,9
6617,over,,,1088,16
6617,over,,,1036,14
6617,under,,,703,6
14987,under,,,727,7
14987,over,,,986,14
1959,over,,,851,11
834,over,,,636,6
6591,under,,,636,6
17047,over,,,690,7
1959,over,,,738,8
1959,over,,,690,7
6517,over,,,1026,18
6517,over,,,738,8
6591,over,550,930,780,9
6591,over,,,817,10
6591,over,220,830,984,16
14994,over,,,1307,33
14994,over,,,1012,15
14994,over,,,1188,24
14994,over,520,780,821,9
14994,over,440,810,986,14
14994,over,,,986,14
22415,over,,,961,15
6591,under,,,851,11
14994,over,500,940,929,12
14994,over,,,986,14
14994,over,470,1060,1138,21
14994,over,,,1120,20
14994,over,,,1271,30
14994,over,,,1218,26
14994,over,,,1339,36
14994,over,,,1359,38
6617,over,,,975,12
6617,over,,,904,10
6617,over,,,862,9
6617,over,,,862,9
6617,over,,,703,6
6617,over,,,904,10
6617,over,350,930,1007,13
6617,over,,,862,9
6617,over,310,450,703,6
6617,over,,,703,6
14994,over,,,1339,36
6556,over,580,1320,1272,20
6556,over,,,1485,33
6556,over,,,1177,16
14994,over,540,1120,1203,25
14994,over,,,929,12
14994,over,,,1138,21
14994,over,,,1172,23
6556,under,,,837,6
6556,over,670,1110,971,8
6556,over,,,1120,11
6556,over,,,1295,16
6556,over,,,1026,9
6556,over,,,1026,9
6556,over,,,971,8
6556,under,,,837,6
6617,over,,,1147,7
6556,over,,,1198,13
6556,under,,,971,8
6556,over,,,1075,10
6556,over,,,1198,13
6617,under,,,1414,11
6617,over,780,1040,1465,12
6617,under,,,1147,7
6617,over,650,1500,1635,16
6617,over,,,1358,10
6617,over,,,1597,15
6617,under,,,1147,7
6617,over,,,2218,43
6617,over,,,1358,10
6617,over,,,1465,12
6617,over,850,1450,1671,17
6617,over,,,1513,13
6617,over,,,1513,13
16686,over,,,1310,10
17066,under,,,1250,9
11038,under,,,1107,7
11038,under,,,1019,6
16720,under,,,1250,9
17066,under,,,1107,7
16720,under,,,1019,6
16720,under,,,1107,7
16720,under,,,1019,6
16720,over,,,1107,7
16720,over,,,1019,6
16720,over,,,1107,7
16686,under,,,1183,8
16686,under,,,1183,8
908,over,320,1240,1836,20
14994,over,,,1029,13
14994,over,,,1181,19
14994,over,990,1520,1059,14
14994,under,,,781,7
14994,over,,,997,12
14994,over,800,1630,1240,22
14994,over,,,1258,23
14994,over,,,924,10
14994,over,,,924,10
14994,under,,,834,8
14994,over,,,924,10
14994,over,,,1059,14
14994,over,640,1360,924,10
14994,over,,,1112,16
14994,over,,,997,12
14994,over,,,834,8
14994,over,,,882,9
14994,over,,,1029,13
14994,over,,,1292,25
14994,over,,,781,7
14994,over,,,997,12
14994,over,,,1222,21
6556,over,,,1161,12
6556,under,,,971,8
6556,under,,,837,6
6556,over,,,1120,11
6556,over,,,1120,11
6556,over,,,1399,20
6556,over,,,1375,19
6556,over,,,1265,15
6556,over,,,1323,17
6556,over,,,1265,15
6556,under,,,909,7
6556,over,650,1090,1233,14
6556,over,720,1220,1075,10
6556,over,,,1198,13
6556,under,,,909,7
6556,over,,,1120,11
6556,over,,,1233,14
6556,over,,,1198,13
6556,over,,,1233,14
6556,over,,,1198,13
6556,over,,,1233,14
6556,over,,,1026,9
6556,over,,,1075,10
6556,over,,,1120,11
6556,over,,,1026,9
6556,over,,,1120,11
6556,over,,,909,7
6556,over,,,1350,18
6556,under,,,909,7
6556,over,,,1161,12
6556,over,,,1265,15
6556,over,,,1350,18
6556,under,,,971,8
6556,over,,,1699,38
6556,over,,,1026,9
6617,over,,,1767,20
6591,over,510,1780,2165,32
6591,over,,,1299,8
6591,over,,,2036,26
6591,over,,,1902,21
6591,over,,,1649,14
6591,over,1030,2120,2036,26
6591,over,,,1552,12
6591,over,,,1552,12
6591,over,1310,2080,1840,19
6591,over,,,1732,16
6591,under,,,1119,6
6591,over,,,1872,20
6591,over,,,1216,7
6591,over,,,1806,18
6591,over,,,1216,7
6591,over,,,1373,9
6591,over,,,1438,10
6591,over,,,1840,19
6591,over,,,2036,26
6591,over,990,1960,1931,22
6591,over,,,1438,10
11038,under,,,1019,6
16720,under,,,1107,7
16720,under,,,1501,14
866,under,,,1364,11
17066,under,,,1107,7
12930,over,630,820,1107,7
17066,under,,,1107,7
12930,over,,,1459,13
16720,under,,,1107,7
11038,under,,,1107,7
16720,under,,,1019,6
16720,under,,,1019,6
11038,under,,,1019,6
908,under,,,1346,9
908,over,,,1411,10
908,over,990,1590,1469,11
908,over,670,1690,1572,13
908,over,,,1572,13
908,over,,,1346,9
908,over,,,1192,7
908,over,770,1310,1346,9
908,over,,,1894,22
908,over,,,1699,16
908,over,,,1274,8
908,over,,,1192,7
14994,over,,,924,10
6556,over,,,1422,21
6556,over,,,1265,15
6556,over,880,1820,1323,17
6556,over,,,1295,16
6556,over,780,1790,1265,15
6556,over,,,1265,15
6556,over,,,1399,20
6556,over,,,1375,19
6556,over,,,1198,13
6556,over,,,1161,12
6617,over,,,1465,12
6617,over,,,1704,18
6617,over,,,1296,9
6617,over,,,1296,9
6556,over,,,1375,19
6556,over,,,1350,18
6556,over,,,1295,16
6617,over,,,2080,34
6617,over,,,1921,26
6617,over,,,1513,13
16720,over,,,1019,6
16720,under,,,1107,7
11033,over,,,1675,19
908,over,1060,1960,1771,18
908,over,,,1947,24
6591,under,,,1216,7
6591,over,,,2059,27
6591,over,,,1552,12
6591,over,,,2221,35
6591,over,,,2165,32
6591,over,630,2280,2203,34
6591,over,,,2036,26
6591,over,,,2289,39
6591,over,,,2239,36
866,over,,,1107,7
16812,over,,,1645,18
16812,over,,,1310,10
16812,over,,,1183,8
16812,over,,,1250,9
16812,over,,,1250,9
16812,over,,,1107,7
16812,over,,,1414,12
16812,under,,,1019,6
16812,over,530,1260,1310,10
16812,over,,,1364,11
1022,under,,,1183,8
1022,under,,,1019,6
1022,over,,,1459,13
19592,over,,,1935,30
12930,over,,,1414,12
14973,over,400,1690,1282,19
14973,under,,,847,7
14973,over,,,1149,14
14973,over,,,957,9
14973,over,,,957,9
14973,under,,,905,8
14973,under,,,780,6
14973,under,,,780,6
14973,under,,,847,7
14973,under,,,847,7
14964,over,,,1509,32
14973,over,,,1044,11
14973,under,,,847,7
11033,over,430,1020,1107,7
16720,over,,,1250,9
16720,under,,,1107,7
